lr,data_time,loss,decode.loss_ce,decode.acc_seg,aux.loss_ce,aux.acc_seg,time,memory,step
0.004612481532928886,0.006572818756103516,0.27912596315145494,0.1894724413752556,94.04144287109375,0.08965352103114128,92.2541275024414,0.1483827829360962,1906.0,3500.0
0.004601353340401062,0.006470894813537598,0.4024428203701973,0.2689921334385872,91.95047760009766,0.13345067873597144,90.83658599853516,0.14277396202087403,1906.0,3600.0
0.004590222090253477,0.006968641281127929,0.3452798128128052,0.2278715781867504,89.98565673828125,0.11740823015570641,88.43180084228516,0.1567213773727417,1906.0,3700.0
0.004579087773219303,0.006571674346923828,0.41844249963760377,0.2941493302583694,88.8422622680664,0.12429316751658917,85.4670181274414,0.15290794372558594,1906.0,3800.0
0.00456795037997796,0.006209468841552735,0.350291483104229,0.2435487151145935,89.7272720336914,0.1067427672445774,91.925048828125,0.14224987030029296,1906.0,3900.0
0.004556809901154642,0.007085371017456055,0.4014010399580002,0.27996759712696073,83.6664810180664,0.12143343985080719,83.09173583984375,0.1442868709564209,1906.0,4000.0
0.004545666327319852,0.006173896789550781,0.2702441647648811,0.18780189007520676,94.95899963378906,0.08244227692484855,94.1314697265625,0.1417860984802246,1906.0,4100.0
0.004534519648988928,0.006082868576049805,0.3474206984043121,0.2377374842762947,91.73634338378906,0.1096832163631916,91.75923156738281,0.14271049499511718,1906.0,4200.0
0.004523369856621545,0.0075057029724121095,0.30143647640943527,0.205911286175251,85.95123291015625,0.09552518501877785,86.43595123291016,0.15157129764556884,1906.0,4300.0
0.004512216940621273,0.006815218925476074,0.287576986849308,0.19962482303380966,93.9966812133789,0.08795216530561448,93.03079986572266,0.14390146732330322,1906.0,4400.0
0.004501060891335058,0.0059582233428955075,0.3020500153303146,0.20538653060793877,88.81988525390625,0.09666348658502102,88.15510559082031,0.14259769916534423,1906.0,4500.0
0.0044899016990527195,0.00785965919494629,0.31156946569681165,0.21334378570318221,94.21589660644531,0.09822567477822304,93.389892578125,0.1442493677139282,1906.0,4600.0
0.004478739354006496,0.007262921333312989,0.32311153411865234,0.22189772874116898,88.54166412353516,0.10121380463242531,88.42671203613281,0.1443993330001831,1906.0,4700.0
0.00446757384637049,0.005926966667175293,0.38375708013772963,0.26661292687058447,91.39251708984375,0.11714415363967419,91.65802001953125,0.14380354881286622,1906.0,4800.0
0.004456405166260166,0.008156371116638184,0.29269545078277587,0.20135918259620667,85.07486724853516,0.09133627414703369,84.1761245727539,0.15243921279907227,1906.0,4900.0
0.004445233303731867,0.00632023811340332,0.31630841791629793,0.21255628019571304,89.65860748291016,0.1037521354854107,89.8493423461914,0.1418811321258545,1906.0,5000.0
0.00443405824878224,0.017618894577026367,0.3244702756404877,0.2263964369893074,89.312744140625,0.09807384088635444,89.59858703613281,0.15331199169158935,1906.0,5100.0
0.00442287999134775,0.006933164596557617,0.3205483093857765,0.21517810076475144,87.0417251586914,0.10537020936608314,86.08805084228516,0.14330241680145264,1906.0,5200.0
0.004411698521304118,0.007944750785827636,0.33639560639858246,0.22935058027505875,85.9893798828125,0.10704502463340759,84.62574768066406,0.15082077980041503,1906.0,5300.0
0.004400513828465791,0.006357860565185547,0.32200189530849455,0.21865623518824578,94.85575103759766,0.10334566123783588,94.47428131103516,0.14202461242675782,1906.0,5400.0
0.004389325902585367,0.006419324874877929,0.29163152575492857,0.19906564503908158,95.892333984375,0.0925658818334341,95.12430572509766,0.14367101192474366,1906.0,5500.0
0.00437813473335308,0.007104182243347168,0.3012079119682312,0.20924389064311982,90.55582427978516,0.09196402505040169,91.89453125,0.15334932804107665,1906.0,5600.0
0.0043669403103962084,0.007191681861877441,0.25629604160785674,0.1743685781955719,94.00837707519531,0.08192746341228485,91.9158935546875,0.14380300045013428,1906.0,5700.0
0.00435574262327852,0.00820162296295166,0.28929060101509096,0.2003418616950512,87.67445373535156,0.08894874081015587,86.50919342041016,0.14704303741455077,1906.0,5800.0
0.004344541661499686,0.0065538883209228516,0.28424302488565445,0.19129785299301147,95.82112121582031,0.0929451659321785,94.64314270019531,0.15643792152404784,1906.0,5900.0
0.004333337414494699,0.007159137725830078,0.323859603703022,0.2153966635465622,85.67555236816406,0.10846294201910496,79.6106948852539,0.15008578300476075,1906.0,6000.0
0.004322129871633298,0.0073310136795043945,0.27345956265926363,0.1849578857421875,90.11942291259766,0.08850167877972126,86.90388488769531,0.14394397735595704,1906.0,6100.0
0.004310919022219348,0.007618856430053711,0.285243059694767,0.19259563982486724,93.10505676269531,0.09264742024242878,92.51148986816406,0.14491486549377441,1906.0,6200.0
0.004299704855490262,0.006576323509216308,0.27709991931915284,0.18904662877321243,90.8655776977539,0.0880532894283533,87.0508804321289,0.14359867572784424,1906.0,6300.0
0.004288487360616368,0.007677626609802246,0.30826366394758226,0.21083227992057801,94.82624816894531,0.09743138402700424,93.61724853515625,0.14642491340637206,1906.0,6400.0
0.004277266526700303,0.0072792768478393555,0.26851384043693544,0.1821015767753124,91.3782730102539,0.086412263661623,91.52729797363281,0.14579689502716064,1906.0,6500.0
0.004266042342776377,0.006303334236145019,0.33072424232959746,0.2217377871274948,92.7668228149414,0.10898645296692848,90.53955078125,0.14467642307281495,1906.0,6600.0
0.004254814797809942,0.007976746559143067,0.2548115462064743,0.17389575988054276,92.59490966796875,0.08091578669846058,91.0247802734375,0.15211718082427977,1906.0,6700.0
0.004243583880696758,0.006484699249267578,0.26948017776012423,0.1822585217654705,91.22110748291016,0.0872216559946537,90.77249908447266,0.14513142108917237,1906.0,6800.0
0.004232349580262332,0.006505823135375977,0.2469906136393547,0.1692781187593937,93.91937255859375,0.0777124959975481,92.94229888916016,0.14272446632385255,1906.0,6900.0
0.004221111885261264,0.006698012351989746,0.26268523186445236,0.18219908624887465,91.27960205078125,0.08048614636063575,94.1162109375,0.1487368106842041,1906.0,7000.0
0.004209870784376589,0.007264924049377441,0.3262359380722046,0.22253081500530242,90.50089263916016,0.10370512008666992,91.50797271728516,0.144958233833313,1906.0,7100.0
0.004198626266219079,0.0068636655807495115,0.25514513850212095,0.17160220593214034,93.59181213378906,0.08354292809963226,92.29278564453125,0.14261441230773925,1906.0,7200.0
0.004187378319326597,0.013921046257019043,0.3369835913181305,0.23002466261386872,87.30621337890625,0.10695893354713917,87.32706451416016,0.15138609409332277,1906.0,7300.0
0.004176126932163366,0.007953310012817382,0.3195333808660507,0.22242917567491532,92.40518951416016,0.09710420295596123,91.16363525390625,0.15421810150146484,1906.0,7400.0
0.004164872093119284,0.007363724708557129,0.28814576268196107,0.19708348587155342,94.342041015625,0.09106227494776249,91.8818130493164,0.1455815315246582,1906.0,7500.0
0.004153613790509237,0.00713958740234375,0.3139577701687813,0.21249477714300155,88.1439208984375,0.10146299339830875,88.11238098144531,0.1522876262664795,1906.0,7600.0
0.004142352012572352,0.006924653053283691,0.26128261387348173,0.17867664024233817,93.17982482910156,0.08260597959160805,91.9062271118164,0.1493077278137207,1906.0,7700.0
0.004131086747471285,0.006396865844726563,0.22368871718645095,0.15262489020824432,96.60694885253906,0.07106382809579373,96.59931945800781,0.14256129264831544,1906.0,7800.0
0.004119817983291464,0.006047463417053223,0.31705370247364045,0.21620783805847169,87.27314758300781,0.10084586255252362,88.12001037597656,0.1425623416900635,1906.0,7900.0
0.004108545708040381,0.006746697425842285,0.3048398956656456,0.21383786499500274,89.40277099609375,0.09100203290581703,91.68446350097656,0.1430738687515259,1906.0,8000.0
